date,publication_date,dosen_kumulativ,personen_erst_kumulativ,personen_voll_kumulativ,personen_min1_kumulativ,personen_zweit_kumulativ,personen_auffr_kumulativ,dosen_biontech_kumulativ,personen_erst_biontech_kumulativ,personen_voll_biontech_kumulativ,personen_min1_biontech_kumulativ,personen_zweit_biontech_kumulativ,personen_auffr_biontech_kumulativ,dosen_moderna_kumulativ,personen_erst_moderna_kumulativ,personen_voll_moderna_kumulativ,personen_min1_moderna_kumulativ,personen_zweit_moderna_kumulativ,personen_auffr_moderna_kumulativ,dosen_astrazeneca_kumulativ,personen_erst_astrazeneca_kumulativ,personen_voll_astrazeneca_kumulativ,personen_min1_astrazeneca_kumulativ,personen_zweit_astrazeneca_kumulativ,personen_auffr_astrazeneca_kumulativ,dosen_janssen_kumulativ,personen_erst_janssen_kumulativ,personen_voll_janssen_kumulativ,personen_min1_janssen_kumulativ,personen_zweit_janssen_kumulativ,personen_auffr_janssen_kumulativ,indikation_alter_dosen,indikation_alter_erst,indikation_alter_voll,indikation_alter_min1,indikation_alter_zweit,indikation_alter_auffr,indikation_beruf_dosen,indikation_beruf_erst,indikation_beruf_voll,indikation_beruf_min1,indikation_beruf_zweit,indikation_beruf_auffr,indikation_medizinisch_dosen,indikation_medizinisch_erst,indikation_medizinisch_voll,indikation_medizinisch_min1,indikation_medizinisch_zweit,indikation_medizinisch_auffr,indikation_pflegeheim_dosen,indikation_pflegeheim_erst,indikation_pflegeheim_voll,indikation_pflegeheim_min1,indikation_pflegeheim_zweit,indikation_pflegeheim_auffr,dosen_differenz_zum_vortag,personen_erst_differenz_zum_vortag,personen_voll_differenz_zum_vortag,personen_min1_differenz_zum_vortag,personen_zweit_differenz_zum_vortag,personen_auffr_differenz_zum_vortag,impf_quote_dosen,impf_quote_erst,impf_quote_voll,impf_quote_min1,impf_quote_zweit,impf_quote_auffr,impf_inzidenz_dosen,impf_inzidenz_erst,impf_inzidenz_voll,impf_inzidenz_min1,impf_inzidenz_zweit,impf_inzidenz_auffr,dosen_kumulativ_alter_unter12,personen_erst_kumulativ_alter_unter12,personen_voll_kumulativ_alter_unter12,personen_min1_kumulativ_alter_unter12,personen_zweit_kumulativ_alter_unter12,personen_auffr_kumulativ_alter_unter12,impf_quote_dosen_alter_unter12,impf_quote_erst_alter_unter12,impf_quote_voll_alter_unter12,impf_quote_min1_alter_unter12,impf_quote_zweit_alter_unter12,impf_quote_auffr_alter_unter12,impf_inzidenz_dosen_alter_unter12,impf_inzidenz_erst_alter_unter12,impf_inzidenz_voll_alter_unter12,impf_inzidenz_min1_alter_unter12,impf_inzidenz_zweit_alter_unter12,impf_inzidenz_auffr_alter_unter12,dosen_kumulativ_alter_12bis17,personen_erst_kumulativ_alter_12bis17,personen_voll_kumulativ_alter_12bis17,personen_min1_kumulativ_alter_12bis17,personen_zweit_kumulativ_alter_12bis17,personen_auffr_kumulativ_alter_12bis17,impf_quote_dosen_alter_12bis17,impf_quote_erst_alter_12bis17,impf_quote_voll_alter_12bis17,impf_quote_min1_alter_12bis17,impf_quote_zweit_alter_12bis17,impf_quote_auffr_alter_12bis17,impf_inzidenz_dosen_alter_12bis17,impf_inzidenz_erst_alter_12bis17,impf_inzidenz_voll_alter_12bis17,impf_inzidenz_min1_alter_12bis17,impf_inzidenz_zweit_alter_12bis17,impf_inzidenz_auffr_alter_12bis17,dosen_kumulativ_alter_unter18,personen_erst_kumulativ_alter_unter18,personen_voll_kumulativ_alter_unter18,personen_min1_kumulativ_alter_unter18,personen_zweit_kumulativ_alter_unter18,personen_auffr_kumulativ_alter_unter18,impf_quote_dosen_alter_unter18,impf_quote_erst_alter_unter18,impf_quote_voll_alter_unter18,impf_quote_min1_alter_unter18,impf_quote_zweit_alter_unter18,impf_quote_auffr_alter_unter18,impf_inzidenz_dosen_alter_unter18,impf_inzidenz_erst_alter_unter18,impf_inzidenz_voll_alter_unter18,impf_inzidenz_min1_alter_unter18,impf_inzidenz_zweit_alter_unter18,impf_inzidenz_auffr_alter_unter18,dosen_kumulativ_alter_18bis59,personen_erst_kumulativ_alter_18bis59,personen_voll_kumulativ_alter_18bis59,personen_min1_kumulativ_alter_18bis59,personen_zweit_kumulativ_alter_18bis59,personen_auffr_kumulativ_alter_18bis59,impf_quote_dosen_alter_18bis59,impf_quote_erst_alter_18bis59,impf_quote_voll_alter_18bis59,impf_quote_min1_alter_18bis59,impf_quote_zweit_alter_18bis59,impf_quote_auffr_alter_18bis59,impf_inzidenz_dosen_alter_18bis59,impf_inzidenz_erst_alter_18bis59,impf_inzidenz_voll_alter_18bis59,impf_inzidenz_min1_alter_18bis59,impf_inzidenz_zweit_alter_18bis59,impf_inzidenz_auffr_alter_18bis59,dosen_kumulativ_alter_60plus,personen_erst_kumulativ_alter_60plus,personen_voll_kumulativ_alter_60plus,personen_min1_kumulativ_alter_60plus,personen_zweit_kumulativ_alter_60plus,personen_auffr_kumulativ_alter_60plus,impf_quote_dosen_alter_60plus,impf_quote_erst_alter_60plus,impf_quote_voll_alter_60plus,impf_quote_min1_alter_60plus,impf_quote_zweit_alter_60plus,impf_quote_auffr_alter_60plus,impf_inzidenz_dosen_alter_60plus,impf_inzidenz_erst_alter_60plus,impf_inzidenz_voll_alter_60plus,impf_inzidenz_min1_alter_60plus,impf_inzidenz_zweit_alter_60plus,impf_inzidenz_auffr_alter_60plus
2021-06-28,2021-06-29 08:00,72806699,43003441,29803258,44886784,27919915,,53369718,30274922,23094796,30274922,23094796,,6263894,3630086,2633808,3630086,2633808,,11289744,9098433,2191311,9098433,2191311,,1883343,0,1883343,1883343,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,367922,242054,,,87.5,51.7,35.8,54,33.6,,875.4,517.1,358.4,539.7,335.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-29,2021-06-30 08:00,73754612,43401696,30352916,45307672,28446940,,54060288,30621848,23438440,30621848,23438440,,6360911,3666375,2694536,3666375,2694536,,11427437,9113473,2313964,9113473,2313964,,1905976,0,1905976,1905976,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,527065,380213,,,88.7,52.2,36.5,54.5,34.2,,886.8,521.9,365,544.8,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-30,2021-07-01 08:00,74871502,43885374,30986128,45817029,29054473,,54898640,31051466,23847174,31051466,23847174,,6471052,3703520,2767532,3703520,2767532,,11570155,9130388,2439767,9130388,2439767,,1931655,0,1931655,1931655,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,554603,443036,,,90,52.8,37.3,55.1,34.9,,900.3,527.7,372.6,550.9,349.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-01,2021-07-02 08:00,75781404,44293917,31487487,46249449,29531955,,55640907,31475799,24165108,31475799,24165108,,6545065,3731623,2813442,3731623,2813442,,11639900,9086495,2553405,9086495,2553405,,1955532,0,1955532,1955532,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,501591,446037,,,91.1,53.3,37.9,55.6,35.5,,911.2,532.6,378.6,556.1,355.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,3.1,,,,,,,,,,,,,,,,,35.4,53.7,,,,,,,,,,,,,,,,,63.7,82.6,,,,,,,,
2021-07-04,2021-07-05 08:00,77332207,44970821,32361386,46970794,30361413,,56767657,32057885,24709772,32057885,24709772,,6789688,3807570,2982118,3807570,2982118,,11774889,9105366,2669523,9105366,2669523,,1999973,0,1999973,1999973,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,164483,95817,,,93,54.1,38.9,56.5,36.5,,929.8,540.7,389.1,564.8,365.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,3.5,,,,,,,,,,,,,,,,,36.6,55,,,,,,,,,,,,,,,,,65.1,82.9,,,,,,,,
2021-07-05,2021-07-06 14:00,77892414,45196411,32696003,47213139,30679275,,57175595,32248146,24927449,32248146,24927449,,6878939,3833985,3044954,3833985,3044954,,11821152,9114280,2706872,9114280,2706872,,2016728,0,2016728,2016728,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,301498,190465,,,93.7,54.3,39.3,56.8,36.9,,936.6,543.4,393.1,567.7,368.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,3.6,,,,,,,,,,,,,,,,,37,55.4,,,,,,,,,,,,,,,,,65.7,83.1,,,,,,,,
2021-07-06,2021-07-07 11:00,78672892,45470371,33202521,47505270,31167622,,57787506,32489931,25297575,32489931,25297575,,6977663,3859350,3118313,3859350,3118313,,11872824,9121090,2751734,9121090,2751734,,2034899,0,2034899,2034899,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,454028,260392,,,94.6,54.7,39.9,57.1,37.5,,946,546.7,399.2,571.2,374.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,3.8,,,,,,,,,,,,,,,,,37.7,55.9,,,,,,,,,,,,,,,,,66.5,83.2,,,,,,,,
2021-07-07,2021-07-08 08:00,79729251,45819423,33909828,47872792,31856459,,58651889,32802127,25849762,32802127,25849762,,7093824,3888212,3205612,3888212,3205612,,11930169,9129084,2801085,9129084,2801085,,2053369,0,2053369,2053369,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,650869,327931,,,95.9,55.1,40.8,57.6,38.3,,958.7,550.9,407.7,575.6,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,4,,,,,,,,,,,,,,,,,38.6,56.5,,,,,,,,,,,,,,,,,67.7,83.4,,,,,,,,
2021-07-08,2021-07-09 08:00,80596825,46106470,34490355,48180450,32416375,,59350220,33057441,26292779,33057441,26292779,,7197020,3913281,3283739,3913281,3283739,,11975605,9135748,2839857,9135748,2839857,,2073980,0,2073980,2073980,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,558099,266960,,,96.9,55.4,41.5,57.9,39,,969.1,554.4,414.7,579.3,389.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,4.1,,,,,,,,,,,,,,,,,39.4,57,,,,,,,,,,,,,,,,,68.6,83.6,,,,,,,,
2021-07-11,2021-07-12 08:00,81939305,46501555,35437750,48612685,33326620,,60325952,33388017,26937935,33388017,26937935,,7447339,3966107,3481232,3966107,3481232,,12054884,9147431,2907453,9147431,2907453,,2111130,0,2111130,2111130,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,162586,66236,,,98.5,55.9,42.6,58.5,40.1,,985.2,559.1,426.1,584.5,400.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,4.4,,,,,,,,,,,,,,,,,40.6,57.8,,,,,,,,,,,,,,,,,70.2,83.8,,,,,,,,
2021-07-12,2021-07-13 08:00,82449122,46672885,35776237,48799636,33649486,,60708220,33525199,27183021,33525199,27183021,,7530271,3994879,3535392,3994879,3535392,,12083880,9152807,2931073,9152807,2931073,,2126751,0,2126751,2126751,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,303418,158150,,,99.1,56.1,43,58.7,40.5,,991.4,561.2,430.2,586.8,404.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,4.5,,,,,,,,,,,,,,,,,41.1,58.1,,,,,,,,,,,,,,,,,70.7,83.9,,,,,,,,
2021-07-13,2021-07-14 08:00,83212320,46861839,36350481,49007589,34204731,,61338428,33684288,27654140,33684288,27654140,,7608142,4021098,3587044,4021098,3587044,,12120000,9156453,2963547,9156453,2963547,,2145750,0,2145750,2145750,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,563068,190898,,,100.1,56.3,43.7,58.9,41.1,,1000.5,563.5,437.1,589.3,411.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,4.7,,,,,,,,,,,,,,,,,41.8,58.4,,,,,,,,,,,,,,,,,71.6,84,,,,,,,,
2021-07-14,2021-07-15 08:00,84203433,47078917,37124516,49248479,34954954,,62178115,33873872,28304243,33873872,28304243,,7684932,4043966,3640966,4043966,3640966,,12170824,9161079,3009745,9161079,3009745,,2169562,0,2169562,2169562,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,749400,217125,,,101.2,56.6,44.6,59.2,42,,1012.5,566.1,446.4,592.2,420.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,4.8,,,,,,,,,,,,,,,,,42.9,58.8,,,,,,,,,,,,,,,,,72.8,84.1,,,,,,,,
2021-07-15,2021-07-16 08:00,84989850,47275935,37713915,49468488,35521362,,62832860,34048926,28783934,34048926,28783934,,7754881,4063049,3691832,4063049,3691832,,12209556,9163960,3045596,9163960,3045596,,2192553,0,2192553,2192553,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,572820,184168,,,102.2,56.8,45.3,59.5,42.7,,1021.9,568.4,453.5,594.8,427.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,5,,,,,,,,,,,,,,,,,43.7,59.1,,,,,,,,,,,,,,,,,73.7,84.2,,,,,,,,
2021-07-18,2021-07-19 08:00,86114976,47567061,38547915,49806108,36308868,,63683518,34292452,29391066,34292452,29391066,,7921933,4105554,3816379,4105554,3816379,,12270478,9169055,3101423,9169055,3101423,,2239047,0,2239047,2239047,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,134980,67120,,,103.5,57.2,46.4,59.9,43.7,,1035.5,571.9,463.5,598.9,436.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5.3,,,,,,,,,,,,,,,,,44.8,59.7,,,,,,,,,,,,,,,,,74.9,84.4,,,,,,,,
2021-07-19,2021-07-20 08:00,86520137,47676661,38843476,49931406,36588731,,64000607,34386385,29614222,34386385,29614222,,7973612,4119255,3854357,4119255,3854357,,12291173,9171021,3120152,9171021,3120152,,2254745,0,2254745,2254745,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,273597,100496,,,104,57.3,46.7,60,44,,1040.3,573.3,467.1,600.4,439.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5.4,,,,,,,,,,,,,,,,,45.3,59.9,,,,,,,,,,,,,,,,,75.2,84.4,,,,,,,,
2021-07-20,2021-07-21 08:00,87121012,47811534,39309478,50081384,37039628,,64515902,34501982,30013920,34501982,30013920,,8021023,4135381,3885642,4135381,3885642,,12314237,9174171,3140066,9174171,3140066,,2269850,0,2269850,2269850,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,450880,134529,,,104.8,57.5,47.3,60.2,44.5,,1047.5,574.9,472.7,602.2,445.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,5.5,,,,,,,,,,,,,,,,,46,60.1,,,,,,,,,,,,,,,,,75.7,84.5,,,,,,,,
2021-07-21,2021-07-22 08:00,87873728,47977205,39896523,50262310,37611418,,65182080,34651909,30530171,34651909,30530171,,8068489,4148619,3919870,4148619,3919870,,12338054,9176677,3161377,9176677,3161377,,2285105,0,2285105,2285105,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,562986,161910,,,105.7,57.7,48,60.4,45.2,,1056.6,576.9,479.7,604.4,452.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,5.7,,,,,,,,,,,,,,,,,46.9,60.4,,,,,,,,,,,,,,,,,76.4,84.6,,,,,,,,
2021-07-22,2021-07-23 08:00,88474919,48107812,40367107,50406782,38068137,,65709357,34770522,30938835,34770522,30938835,,8109266,4158835,3950431,4158835,3950431,,12357326,9178455,3178871,9178455,3178871,,2298970,0,2298970,2298970,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,448326,128953,,,106.4,57.8,48.5,60.6,45.8,,1063.8,578.5,485.4,606.1,457.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,5.8,,,,,,,,,,,,,,,,,47.7,60.6,,,,,,,,,,,,,,,,,76.8,84.7,,,,,,,,
2021-07-25,2021-07-26 08:00,89387257,48313575,41073682,50643772,38743485,,66447520,34949144,31498376,34949144,31498376,,8221816,4182825,4038991,4182825,4038991,,12387724,9181606,3206118,9181606,3206118,,2330197,0,2330197,2330197,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,88705,35166,,,107.5,58.1,49.4,60.9,46.6,,1074.8,580.9,493.9,608.9,465.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.8,61,,,,,,,,,,,,,,,,,77.5,84.8,,,,,,,,
2021-07-26,2021-07-27 08:00,89737095,48394230,41342865,50736111,39000984,,66732711,35018738,31713973,35018738,31713973,,8262012,4192383,4069629,4192383,4069629,,12400491,9183109,3217382,9183109,3217382,,2341881,0,2341881,2341881,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,244940,77962,,,107.9,58.2,49.7,61,46.9,,1079,581.9,497.1,610.1,468.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.3,61.1,,,,,,,,,,,,,,,,,77.7,84.8,,,,,,,,
2021-07-27,2021-07-28 08:00,90286682,48495985,41790697,50851471,39435211,,67200758,35109928,32090830,35109928,32090830,,8309233,4201281,4107952,4201281,4107952,,12421205,9184776,3236429,9184776,3236429,,2355486,0,2355486,2355486,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,418886,104522,,,108.6,58.3,50.2,61.1,47.4,,1085.6,583.1,502.5,611.4,474.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,61.3,,,,,,,,,,,,,,,,,78.1,84.9,,,,,,,,
2021-07-28,2021-07-29 08:00,90998253,48635465,42362788,51007130,39991123,,67822262,35237199,32585063,35237199,32585063,,8358856,4211741,4147115,4211741,4147115,,12445470,9186525,3258945,9186525,3258945,,2371665,0,2371665,2371665,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,532119,128170,,,109.4,58.5,50.9,61.3,48.1,,1094.2,584.8,509.4,613.3,480.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9,61.5,,,,,,,,,,,,,,,,,78.6,85,,,,,,,,
2021-07-29,2021-07-30 08:00,91571257,48746604,42824653,51132952,40438305,,68315956,35337283,32978673,35337283,32978673,,8403288,4221225,4182063,4221225,4182063,,12465665,9188096,3277569,9188096,3277569,,2386348,0,2386348,2386348,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,435974,112725,,,110.1,58.6,51.5,61.5,48.6,,1101.1,586.1,514.9,614.8,486.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.7,61.7,,,,,,,,,,,,,,,,,79.1,85.1,,,,,,,,
2021-08-01,2021-08-02 08:00,92376787,48922102,43454685,51338211,41038576,,68962481,35492080,33470401,35492080,33470401,,8506260,4239829,4266431,4239829,4266431,,12491937,9190193,3301744,9190193,3301744,,2416109,0,2416109,2416109,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,82160,32526,,,111.1,58.8,52.3,61.7,49.3,,1110.7,588.2,522.5,617.3,493.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.7,62.1,,,,,,,,,,,,,,,,,79.6,85.2,,,,,,,,
2021-08-02,2021-08-03 08:00,92700668,48992227,43708441,51423707,41276961,,69222608,35554486,33668122,35554486,33668122,,8544833,4246525,4298308,4246525,4298308,,12501747,9191216,3310531,9191216,3310531,,2431480,0,2431480,2431480,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,219457,65154,,,111.5,58.9,52.6,61.8,49.6,,1114.6,589.1,525.6,618.3,496.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.2,62.2,,,,,,,,,,,,,,,,,79.8,85.2,,,,,,,,
2021-08-03,2021-08-04 08:00,93168807,49075719,44093088,51524326,41644481,,69623133,35631588,33991545,35631588,33991545,,8583167,4251936,4331231,4251936,4331231,,12513900,9192195,3321705,9192195,3321705,,2448607,0,2448607,2448607,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,360130,84769,,,112,59,53,62,50.1,,1120.3,590.1,530.2,619.5,500.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.8,62.3,,,,,,,,,,,,,,,,,80.1,85.2,,,,,,,,
2021-08-04,2021-08-05 08:00,93747844,49180784,44567060,51643732,42104112,,70136512,35728383,34408129,35728383,34408129,,8620131,4257935,4362196,4257935,4362196,,12528253,9194466,3333787,9194466,3333787,,2462948,0,2462948,2462948,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,445134,102515,,,112.7,59.1,53.6,62.1,50.6,,1127.2,591.4,535.9,621,506.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.6,62.5,,,,,,,,,,,,,,,,,80.4,85.3,,,,,,,,
2021-08-05,2021-08-06 08:00,94272474,49272953,44999521,51750882,42521592,,70598204,35814098,34784106,35814098,34784106,,8659853,4263660,4396193,4263660,4396193,,12536488,9195195,3341293,9195195,3341293,,2477929,0,2477929,2477929,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,404294,92974,,,113.4,59.2,54.1,62.2,51.1,,1133.5,592.5,541.1,622.3,511.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.4,62.7,,,,,,,,,,,,,,,,,80.7,85.4,,,,,,,,
2021-08-08,2021-08-09 08:00,95010040,49422048,45587992,51928894,43081146,,71211983,35949542,35262441,35949542,35262441,,8743978,4276489,4467489,4276489,4467489,,12547233,9196017,3351216,9196017,3351216,,2506846,0,2506846,2506846,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,88013,25485,,,114.2,59.4,54.8,62.4,51.8,,1142.4,594.3,548.2,624.4,518,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.4,63,,,,,,,,,,,,,,,,,81.1,85.5,,,,,,,,
2021-08-09,2021-08-10 08:00,95332331,49490266,45842065,52010167,43322164,,71472063,36010517,35461546,36010517,35461546,,8787647,4283289,4504358,4283289,4504358,,12552720,9196460,3356260,9196460,3356260,,2519901,0,2519901,2519901,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,227600,55817,,,114.6,59.5,55.1,62.5,52.1,,1146.3,595.1,551.2,625.4,520.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.8,63.1,,,,,,,,,,,,,,,,,81.2,85.5,,,,,,,,
2021-08-10,2021-08-11 08:00,95802971,49575014,46227957,52108008,43694963,,71878525,36089054,35789471,36089054,35789471,,8830584,4288678,4541906,4288678,4541906,,12560868,9197282,3363586,9197282,3363586,,2532994,0,2532994,2532994,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,334851,78759,,,115.2,59.6,55.6,62.7,52.5,,1151.9,596.1,555.8,626.5,525.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.5,63.3,,,,,,,,,,,,,,,,,81.5,85.5,,,,,,,,
2021-08-11,2021-08-12 08:00,96346292,49692704,46653588,52240943,44105349,,72349986,36197715,36152271,36197715,36152271,,8876880,4296267,4580613,4296267,4580613,,12571187,9198722,3372465,9198722,3372465,,2548239,0,2548239,2548239,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,414379,110167,,,115.8,59.8,56.1,62.8,53,,1158.5,597.5,561,628.1,530.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.3,63.4,,,,,,,,,,,,,,,,,81.7,85.6,,,,,,,,
2021-08-12,2021-08-13 08:00,96852861,49803924,47048937,52370395,44482466,,72784481,36300281,36484200,36300281,36484200,,8923113,4304220,4618893,4304220,4618893,,12578796,9199423,3379373,9199423,3379373,,2566471,0,2566471,2566471,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,349953,106710,,,116.5,59.9,56.6,63,53.5,,1164.6,598.8,565.7,629.7,534.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.9,63.7,,,,,,,,,,,,,,,,,82,85.7,,,,,,,,
2021-08-15,2021-08-16 08:00,97582764,49979482,47603282,52583655,44999109,,73372095,36460560,36911535,36460560,36911535,,9019188,4318972,4700216,4318972,4700216,,12587308,9199950,3387358,9199950,3387358,,2604173,0,2604173,2604173,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,67660,27766,,,117.3,60.1,57.2,63.2,54.1,,1173.3,601,572.4,632.3,541.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.1,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.9,64,,,,,,,,,,,,,,,,,82.3,85.8,,,,,,,,
2021-08-16,2021-08-17 08:00,97884043,50057713,47826330,52678353,45205690,,73617714,36531392,37086322,36531392,37086322,,9055477,4326138,4729339,4326138,4729339,,12590212,9200183,3390029,9200183,3390029,,2620640,0,2620640,2620640,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,185922,75033,,,117.7,60.2,57.5,63.3,54.4,,1177,601.9,575.1,633.4,543.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.3,64.1,,,,,,,,,,,,,,,,,82.4,85.8,,,,,,,,
2021-08-17,2021-08-18 08:00,98274623,50165309,48109314,52803002,45471621,,73956227,36633729,37322498,36633729,37322498,,9085183,4331028,4754155,4331028,4754155,,12595520,9200552,3394968,9200552,3394968,,2637693,0,2637693,2637693,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,251073,105656,,,118.2,60.3,57.8,63.5,54.7,,1181.7,603.2,578.5,634.9,546.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.8,64.3,,,,,,,,,,,,,,,,,82.5,85.9,,,,,,,,
